scenario_id,nominal_leak1_gpm,nominal_leak2_gpm,leak1_opening,leak2_opening,leak1_present,leak2_present,leak_source,status,output_file,error_message,elapsed_seconds,actual_leak1_gpm_mean,actual_leak2_gpm_mean,actual_leak1_gpm_final,actual_leak2_gpm_final
109,90,90,0.9,0.9,1,1,both,failed,,"['pipeline_with_pump_leaks/Reservoir/Solver Configuration']: Transient initialization at time 2, solving for consistent states and modes, failed to converge.
Caused by:
    Nonlinear solver: failed to converge, residual norm too large.
        These components have equations that did not converge:

<a href=""matlab:das_dv_hyperlink('DAS', 'mdl', 'pipeline_with_pump_leaks/Check Valve (TL)')"">'pipeline_with_pump_leaks/Check Valve (TL)'</a>
Equation location is:
'fluids.thermal_liquid.valves.pressure_control_valves.pressure_compensator_valve'(no line number info)
Equation location is:
'fluids.thermal_liquid.valves.pressure_control_valves.pressure_compensator_valve'(no line number info)
Equation location is:
'fluids.thermal_liquid.valves.pressure_control_valves.pressure_compensator_valve'(no line number info)
Equation location is:
'fluids.thermal_liquid.valves.pressure_control_valves.pressure_compensator_valve'(no line number info)

<a href=""matlab:das_dv_hyperlink('DAS', 'mdl', 'pipeline_with_pump_leaks/PumpSystem/Main Pump')"">'pipeline_with_pump_leaks/PumpSystem/Main Pump'</a>
Equation location is:
<a href=""matlab:opentoline(which('fluids.thermal_liquid.pumps_motors.centrifugal_pump'), 431)""> 'fluids.thermal_liquid.pumps_motors.centrifugal_pump'</a> (line 431)
Equation location is:
<a href=""matlab:opentoline(which('fluids.thermal_liquid.pumps_motors.centrifugal_pump'), 404)""> 'fluids.thermal_liquid.pumps_motors.centrifugal_pump'</a> (line 404)

<a href=""matlab:das_dv_hyperlink('DAS', 'mdl', 'pipeline_with_pump_leaks/PipeSegment1A')"">'pipeline_with_pump_leaks/PipeSegment1A'</a>
Equation location is:
<a href=""matlab:opentoline(which('foundation.thermal_liquid.port_convection'), 46)""> 'foundation.thermal_liquid.port_convection'</a> (line 46)
Equation location is:
<a href=""matlab:opentoline(which('foundation.thermal_liquid.port_convection'), 92)""> 'foundation.thermal_liquid.port_convection'</a> (line 92)

<a href=""matlab:das_dv_hyperlink('DAS', 'mdl', 'pipeline_with_pump_leaks/PumpSystem/Main Pump')"">'pipeline_with_pump_leaks/PumpSystem/Main Pump'</a>
Equation location is:
<a href=""matlab:opentoline(which('fluids.thermal_liquid.pumps_motors.centrifugal_pump'), 468)""> 'fluids.thermal_liquid.pumps_motors.centrifugal_pump'</a> (line 468)

<a href=""matlab:das_dv_hyperlink('DAS', 'mdl', 'pipeline_with_pump_leaks/PipeSegment1A')"">'pipeline_with_pump_leaks/PipeSegment1A'</a>
Equation location is:
<a href=""matlab:opentoline(which('foundation.thermal_liquid.port_convection'), 46)""> 'foundation.thermal_liquid.port_convection'</a> (line 46)
Equation location is:
<a href=""matlab:opentoline(which('foundation.thermal_liquid.port_convection'), 95)""> 'foundation.thermal_liquid.port_convection'</a> (line 95)
",11.01869,NaN,NaN,NaN,NaN
110,100,90,1,0.9,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0110_l1_100p00_gpm_l2_090p00_gpm.mat,"",2.8376524,74.1003598501571,34.4881078731046,75.3996649065172,34.4881078826681
111,0,100,0,1,0,1,segment2,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0111_l1_000p00_gpm_l2_100p00_gpm.mat,"",3.4487828,1.57127941913903e-08,39.6199203315227,1.60596695298636e-08,39.9637253482991
112,10,100,0.1,1,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0112_l1_010p00_gpm_l2_100p00_gpm.mat,"",4.3512844,7.41932963398874,38.2657330677403,7.56577542001969,38.5925549386406
113,20,100,0.2,1,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0113_l1_020p00_gpm_l2_100p00_gpm.mat,"",3.9424427,15.0260729788753,38.2625574590755,15.2874401992333,38.5351573689514
114,30,100,0.3,1,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0114_l1_030p00_gpm_l2_100p00_gpm.mat,"",3.920973,22.6269475806745,38.2583208438427,22.9708558066106,38.4804699298118
115,40,100,0.4,1,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0115_l1_040p00_gpm_l2_100p00_gpm.mat,"",3.7507772,30.2275900273321,38.2563765792536,30.6176709891891,38.4296785055349
116,50,100,0.5,1,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0116_l1_050p00_gpm_l2_100p00_gpm.mat,"",6.4358151,37.8178293926056,38.2530545538644,38.221570228064,38.380723112739
117,60,100,0.6,1,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0117_l1_060p00_gpm_l2_100p00_gpm.mat,"",5.8080466,45.3930444143961,38.2483552763449,45.7842726937995,38.3365806367266
118,70,100,0.7,1,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0118_l1_070p00_gpm_l2_100p00_gpm.mat,"",6.413493,52.9646184212322,38.2456612888149,53.3046059346683,38.2988170929203
119,80,100,0.8,1,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0119_l1_080p00_gpm_l2_100p00_gpm.mat,"",5.9037894,60.4110623516129,38.2329488063772,60.7804148534257,38.2696176429673
120,90,100,0.9,1,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0120_l1_090p00_gpm_l2_100p00_gpm.mat,"",6.704053,67.8925492591574,38.2254140211302,68.207658148158,38.2436936111186
121,100,100,1,1,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0121_l1_100p00_gpm_l2_100p00_gpm.mat,"",6.6787192,74.100387058063,38.2239887351065,75.399684216762,38.2239887434988
